  TimeWindow  Iteration  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)
   575       1   1.02078627e-02   1.99608104e-02   5.62790468e-03   1.84505961e-02   8.05598337e-03   3.89660320e-02
   575       2   6.19485011e-09   6.05256855e-07   1.64103579e-07   3.68104373e-06   5.98469254e-05   9.61649316e-07
   576       1   1.01858672e-02   1.98245448e-02   5.60563901e-03   1.83345980e-02   7.95406742e-03   3.88711007e-02
   576       2   2.17317460e-09   2.12795223e-07   1.12164793e-06   2.73204185e-06   7.19736732e-05   2.11493142e-07
   577       1   1.01638039e-02   1.96905433e-02   5.58125801e-03   1.82071582e-02   8.36351095e-03   3.87786466e-02
   577       2   2.64096305e-09   2.59173243e-07   1.14602724e-06   2.24639758e-06   1.29806612e-04   6.93291960e-08
   578       1   1.01416776e-02   1.95533554e-02   5.55385317e-03   1.80723208e-02   8.62993548e-03   3.86721076e-02
   578       2   3.78633964e-09   3.72401391e-07   1.49856819e-06   2.90320797e-06   5.98972949e-05   3.64519859e-07
   579       1   1.01194942e-02   1.94137506e-02   5.52361220e-03   1.79344274e-02   8.71621581e-03   3.85416086e-02
   579       2   5.07507920e-09   5.00272741e-07   2.03980722e-06   1.19373185e-06   1.82918015e-05   2.25047916e-07
   580       1   1.00972558e-02   1.92741609e-02   5.49056867e-03   1.77829079e-02   9.33477581e-03   3.84180229e-02
   580       2   5.38320748e-09   5.31834284e-07   2.27517087e-06   2.35451002e-06   3.99662018e-05   7.42009261e-09
   581       1   1.00749701e-02   1.91320898e-02   5.45446221e-03   1.76294455e-02   9.41255604e-03   3.82697626e-02
   581       2   9.33175498e-09   9.24021477e-07   2.88207423e-06   2.07618744e-06   1.05338963e-04   1.21429848e-06
   582       1   1.00526414e-02   1.89903786e-02   5.41546896e-03   1.74662675e-02   9.91220550e-03   3.81253363e-02
   582       2   3.85678493e-09   3.82752966e-07   2.88741671e-06   1.10773190e-05   1.63143822e-04   9.83334022e-07
   583       1   1.00302739e-02   1.88489623e-02   5.37351882e-03   1.72960883e-02   1.03105588e-02   3.79750949e-02
   583       2   3.61726502e-09   3.59803943e-07   2.69481781e-06   7.16670131e-07   1.41894067e-05   3.85998047e-07
   584       1   1.00078806e-02   1.86982855e-02   5.32807556e-03   1.71361052e-02   9.78758487e-03   3.77608549e-02
   584       2   8.34812579e-09   8.32275043e-07   2.94933843e-06   4.45348337e-06   1.50624996e-04   4.36161878e-07
   585       1   9.98546458e-03   1.85408585e-02   5.27933853e-03   1.69588802e-02   1.07868408e-02   3.75586284e-02
   585       2   7.36890629e-09   7.36331723e-07   2.60074915e-06   4.05780859e-06   8.31411446e-05   1.39193272e-06
   586       1   9.96302736e-03   1.83842665e-02   5.22780087e-03   1.67670026e-02   1.17420858e-02   3.73713383e-02
   586       2   6.45873367e-09   6.46868435e-07   1.66557203e-06   8.04757129e-06   4.72306099e-05   1.19205179e-06
   587       1   9.94058030e-03   1.82222490e-02   5.17303099e-03   1.65905352e-02   1.09283505e-02   3.71082598e-02
   587       2   1.63951741e-09   1.64571863e-07   1.00238993e-06   1.03274360e-05   3.46242320e-04   1.52251496e-07
   588       1   9.91812225e-03   1.80545937e-02   5.11434656e-03   1.63952044e-02   1.22015700e-02   3.68689017e-02
   588       2   1.99485281e-09   2.00715144e-07   1.43389566e-06   6.67883579e-06   7.59149665e-05   5.14504266e-07
   589       1   9.89564985e-03   1.79002056e-02   5.05340446e-03   1.61845260e-02   1.33805254e-02   3.66554213e-02
   589       2   4.98431492e-09   5.02667005e-07   2.58091368e-07   2.09044985e-06   1.18165480e-05   6.59845595e-07
   590       1   9.87317954e-03   1.77459166e-02   4.98928660e-03   1.59971362e-02   1.20565978e-02   3.63507854e-02
   590       2   1.58724636e-09   1.60444449e-07   1.25652564e-06   3.47084235e-06   1.32513671e-04   3.88197689e-07
   591       1   9.85071713e-03   1.75827290e-02   4.92064475e-03   1.57930476e-02   1.33612322e-02   3.60709944e-02
   591       2   2.48553858e-09   2.51829811e-07   2.87039732e-06   6.12280040e-07   3.67183614e-04   3.97071460e-07
   592       1   9.82826587e-03   1.74178974e-02   4.84915714e-03   1.55822975e-02   1.40815053e-02   3.57803071e-02
   592       2   3.89360040e-09   3.95414231e-07   3.26960014e-06   2.86517264e-07   1.88367131e-04   1.20030775e-06
   593       1   9.80583379e-03   1.72492702e-02   4.77395642e-03   1.53732111e-02   1.42546491e-02   3.54645912e-02
   593       2   1.33381087e-09   1.35773210e-07   1.98389622e-06   2.27842273e-05   4.39289166e-04   5.03688203e-07
   594       1   9.78341650e-03   1.70867125e-02   4.69537426e-03   1.51463035e-02   1.59118215e-02   3.51935178e-02
   594       2   3.02032664e-09   3.08161470e-07   2.06600478e-06   9.79187832e-07   6.83522123e-05   4.72003119e-07
   595       1   9.76103243e-03   1.69145790e-02   4.61298936e-03   1.49551045e-02   1.35938554e-02   3.47762866e-02
   595       2   8.18210710e-09   8.36766965e-07   2.21567310e-06   1.73861791e-07   1.16498551e-05   6.35437230e-07
   596       1   9.73867956e-03   1.67355908e-02   4.52636576e-03   1.47312666e-02   1.64248281e-02   3.44279264e-02
   596       2   5.10225856e-10   5.23013647e-08   1.23196546e-06   7.39813974e-06   3.69784426e-05   3.06578111e-08
   597       1   9.71636192e-03   1.65561811e-02   4.43639364e-03   1.45029310e-02   1.72542707e-02   3.40685660e-02
   597       2   1.55114495e-09   1.59373392e-07   2.19579530e-06   1.83027103e-06   9.85964340e-05   3.35399151e-07
   598       1   9.69408604e-03   1.63809894e-02   4.34354465e-03   1.42872638e-02   1.67012221e-02   3.36521537e-02
   598       2   1.44298541e-09   1.48607561e-07   2.19075562e-06   8.55957424e-07   8.09575889e-05   3.07987855e-07
   599       1   9.67185525e-03   1.62029180e-02   4.24627413e-03   1.40630300e-02   1.79258487e-02   3.32424934e-02
   599       2   1.86680552e-09   1.92707259e-07   2.12725927e-06   3.07323554e-06   2.41544733e-06   2.04608453e-07
   600       1   9.64967322e-03   1.60239814e-02   4.14510031e-03   1.38357629e-02   1.87673355e-02   3.28206995e-02
   600       2   2.32135363e-09   2.40190817e-07   2.59652328e-06   2.85945696e-06   8.87122242e-05   2.84152673e-07
   601       1   9.62754568e-03   1.58448991e-02   4.04021513e-03   1.36110202e-02   1.91641874e-02   3.23732074e-02
   601       2   2.35898804e-09   2.44653814e-07   3.64426373e-06   1.19992165e-05   9.00723379e-06   3.44118776e-07
   602       1   9.60547531e-03   1.56693167e-02   3.93162537e-03   1.33796885e-02   2.04580835e-02   3.19362270e-02
   602       2   4.18565850e-09   4.35116099e-07   1.58557630e-06   8.12257608e-06   2.57889954e-04   6.79581637e-07
   603       1   9.58347565e-03   1.54767358e-02   3.81756250e-03   1.31686802e-02   1.92171941e-02   3.13968957e-02
   603       2   1.24264419e-08   1.29480657e-06   4.98595314e-06   2.63856547e-06   1.48003750e-04   1.39348132e-06
   604       1   9.56154157e-03   1.52949269e-02   3.70136122e-03   1.29316243e-02   2.25416755e-02   3.09300865e-02
   604       2   2.76495328e-09   2.88774588e-07   2.20345835e-06   5.44009664e-06   3.90123643e-05   4.98502017e-07
   605       1   9.53968093e-03   1.51068221e-02   3.57976076e-03   1.26995106e-02   2.29479492e-02   3.04305677e-02
   605       2   8.99294760e-09   9.41421270e-07   4.86986948e-06   6.12889989e-06   2.76966345e-04   1.70867474e-06
   606       1   9.51789838e-03   1.49259986e-02   3.45532264e-03   1.24838026e-02   2.21132427e-02   2.98606192e-02
   606       2   7.17870713e-09   7.53247161e-07   4.07684401e-06   1.67091177e-06   8.95052936e-05   1.38956783e-06
   607       1   9.49619729e-03   1.47384914e-02   3.32541129e-03   1.22523779e-02   2.48077452e-02   2.93315334e-02
   607       2   5.32478317e-09   5.60016104e-07   3.75950759e-06   9.73279257e-07   1.59343879e-04   1.23295696e-06
   608       1   9.47458220e-03   1.45515382e-02   3.19155519e-03   1.20279450e-02   2.51161391e-02   2.87600826e-02
   608       2   6.81104663e-09   7.17992134e-07   5.00494669e-06   1.72314457e-06   1.62303660e-04   1.81248883e-06
   609       1   9.45305729e-03   1.43685060e-02   3.05392857e-03   1.18046541e-02   2.61507837e-02   2.81792739e-02
   609       2   4.86332695e-09   5.13857626e-07   4.60442082e-06   3.24132613e-06   6.86411141e-05   1.34624810e-06
   610       1   9.43162788e-03   1.41824987e-02   2.91137319e-03   1.15841663e-02   2.70701530e-02   2.75752126e-02
   610       2   6.31896280e-09   6.69200258e-07   4.54633959e-06   5.16688169e-06   1.77020947e-04   1.46061636e-06
   611       1   9.41029985e-03   1.39927628e-02   2.76419811e-03   1.13708490e-02   2.74837832e-02   2.69256002e-02
   611       2   8.55810340e-09   9.08417877e-07   5.13854166e-06   4.51961645e-07   1.33482036e-04   9.90856306e-07
   612       1   9.38907451e-03   1.38057427e-02   2.61295465e-03   1.11497704e-02   3.00246965e-02   2.62993818e-02
   612       2   8.47759268e-09   9.01937418e-07   4.30099522e-06   4.14496121e-06   3.45058938e-04   1.28771182e-06
   613       1   9.36795703e-03   1.36194113e-02   2.45703558e-03   1.09358143e-02   3.06977266e-02   2.56426985e-02
   613       2   1.08076430e-08   1.15246210e-06   4.94085878e-06   1.62621862e-07   5.60950623e-04   2.06204671e-06
   614       1   9.34695249e-03   1.34348687e-02   2.29682744e-03   1.07314676e-02   3.10285292e-02   2.49431226e-02
   614       2   5.85243965e-09   6.25490770e-07   5.47372177e-06   9.40266804e-06   1.54010117e-04   9.11602239e-07
   615       1   9.32606275e-03   1.32534185e-02   2.13206140e-03   1.05220155e-02   3.37935558e-02   2.42687901e-02
   615       2   4.46529777e-09   4.78321919e-07   3.93502393e-06   2.46793106e-06   1.97598615e-05   8.71737301e-07
   616       1   9.30529569e-03   1.30662509e-02   1.96150407e-03   1.03288083e-02   3.32476385e-02   2.35171097e-02
   616       2   9.27586541e-09   9.95876333e-07   5.11692572e-06   9.64457617e-06   3.90384872e-04   1.37662161e-06
   617       1   9.28465461e-03   1.28794322e-02   1.78686658e-03   1.01396781e-02   3.47865957e-02   2.27435010e-02
   617       2   4.51094692e-09   4.85393792e-07   4.81278547e-06   8.19615989e-06   1.12980759e-04   9.51998243e-07
   618       1   9.26414047e-03   1.26982010e-02   1.60771769e-03   9.94190971e-03   3.91410580e-02   2.20350848e-02
   618       2   1.29978686e-08   1.40175454e-06   3.97396685e-06   1.39178111e-05   3.03442188e-04   1.22459442e-06
   619       1   9.24375889e-03   1.25219880e-02   1.42365637e-03   9.76510883e-03   3.80212111e-02   2.12484170e-02
   619       2   6.29583870e-09   6.80491894e-07   5.34842298e-06   1.76546959e-06   1.67725199e-04   1.51956290e-06
   620       1   9.22351559e-03   1.23462408e-02   1.23504804e-03   9.60264417e-03   3.80632287e-02   2.04031971e-02
   620       2   5.07449721e-09   5.49679436e-07   3.69177430e-06   1.12967257e-05   2.35501196e-05   4.45453806e-07
   621       1   9.20341549e-03   1.21616646e-02   1.03964165e-03   9.44394926e-03   4.06967815e-02   1.95463520e-02
   621       2   5.51425233e-09   5.98648584e-07   4.04826220e-06   3.23268576e-06   2.17442160e-04   7.16126979e-07
   622       1   9.18345936e-03   1.19856922e-02   8.40695898e-04   9.28795482e-03   4.43690842e-02   1.87246060e-02
   622       2   4.78251626e-09   5.20354482e-07   4.08334229e-06   6.11669432e-06   1.19773614e-04   8.32248152e-07
   623       1   9.16365157e-03   1.18185455e-02   6.37694897e-04   9.14897271e-03   4.47380275e-02   1.78674917e-02
   623       2   2.44249397e-09   2.66327062e-07   3.67209947e-06   9.27111037e-06   1.85697857e-04   5.90373944e-07
   624       1   9.14399793e-03   1.16510397e-02   4.29295610e-04   9.03146657e-03   4.35227507e-02   1.69202150e-02
   624       2   3.32284917e-09   3.63112605e-07   3.88609122e-06   2.67505548e-06   5.12769826e-05   2.30800255e-07
   625       1   9.12450000e-03   1.14891952e-02   2.18281098e-04   8.91810812e-03   4.87773470e-02   1.60477341e-02
   625       2   1.40485037e-08   1.53849501e-06   2.01038326e-06   1.54829124e-05   2.23251395e-05   2.84106029e-06
   626       1   9.10516320e-03   1.13305340e-02   5.94191497e-05   8.82529376e-03   4.89293651e-02   1.51339292e-02
   626       2   1.39851775e-08   1.53483688e-06   4.15439001e-06   3.25196315e-06   1.40157812e-04   2.64426056e-07
   627       1   9.08599155e-03   1.11785625e-02   2.42046993e-04   8.75531694e-03   4.76286279e-02   1.41244264e-02
   627       2   7.56239024e-09   8.31716650e-07   2.30005549e-06   1.47735088e-06   9.17642775e-05   9.33300686e-07
   628       1   9.06699003e-03   1.10238919e-02   4.70893201e-04   8.70096226e-03   5.09467949e-02   1.31335725e-02
   628       2   1.45273027e-08   1.60109416e-06   2.13484786e-06   1.42244616e-07   6.12922928e-06   1.54499038e-06
   629       1   9.04816088e-03   1.08764513e-02   7.06589392e-04   8.66783087e-03   5.26168681e-02   1.21299086e-02
   629       2   2.94720855e-09   3.25504217e-07   2.49733938e-06   7.24963528e-07   1.13623651e-04   6.31926933e-07
   630       1   9.02950800e-03   1.07372481e-02   9.47074223e-04   8.65870668e-03   5.30211788e-02   1.10882172e-02
   630       2   3.64399287e-09   4.03290743e-07   1.52180376e-06   3.14857473e-06   2.39072098e-04   2.86405071e-07
   631       1   9.01103533e-03   1.06038466e-02   1.19451842e-03   8.67449763e-03   5.37564938e-02   1.00207435e-02
   631       2   4.26806784e-09   4.73332264e-07   1.63694212e-06   2.33822226e-06   1.18693634e-04   3.96203497e-07
   632       1   8.99274631e-03   1.04791749e-02   1.44743092e-03   8.71722190e-03   5.52298085e-02   8.95396168e-03
   632       2   9.24555443e-09   1.02743403e-06   7.69251352e-07   7.06200962e-07   7.97741108e-05   8.47718820e-07
   633       1   8.97464475e-03   1.03602026e-02   1.70647937e-03   8.78740825e-03   5.47334903e-02   7.83674231e-03
   633       2   2.93668028e-09   3.27007833e-07   1.03778022e-06   7.64745958e-08   1.83860791e-04   8.36448897e-08
   634       1   8.95673514e-03   1.02496700e-02   1.97107396e-03   8.88728252e-03   5.55239116e-02   6.70272207e-03
   634       2   4.29757891e-09   4.79501146e-07   1.23141916e-07   5.76571665e-06   2.16160095e-04   1.53277213e-07
   635       1   8.93902076e-03   1.01454489e-02   2.24228685e-03   9.01701818e-03   5.53822920e-02   5.52814424e-03
   635       2   4.44058637e-09   4.96441988e-07   2.23106033e-07   2.99082718e-06   1.38723772e-04   2.06127378e-07
   636       1   8.92150493e-03   1.00519166e-02   2.51858087e-03   9.18102020e-03   5.64451608e-02   4.35546281e-03
   636       2   1.43557495e-09   1.60806790e-07   8.48630593e-07   6.02124937e-07   2.57462585e-05   3.57096652e-07
   637       1   8.90419134e-03   9.96762258e-03   2.80108282e-03   9.37754614e-03   5.60363103e-02   3.15194504e-03
   637       2   2.52717485e-09   2.83633042e-07   1.05783355e-06   1.93433236e-06   1.08343267e-04   4.79043072e-07
   638       1   8.88708362e-03   9.89371498e-03   3.08963800e-03   9.60538972e-03   5.51182338e-02   1.90598411e-03
   638       2   3.73101049e-09   4.19548740e-07   1.23854037e-06   2.97324039e-06   1.89265309e-05   1.26686880e-06
   639       1   8.87018546e-03   9.83031939e-03   3.38435693e-03   9.87127964e-03   5.56017221e-02   6.59358404e-04
   639       2   5.59830737e-09   6.30720683e-07   2.68063212e-06   2.37179104e-06   1.47177072e-04   1.09420245e-07
   640       1   8.85349985e-03   9.77674623e-03   3.68585817e-03   1.01671639e-02   5.40476857e-02   6.47000040e-04
   640       2   6.88475340e-09   7.77113527e-07   1.45654785e-06   4.79449422e-07   1.57630458e-04   2.60917932e-08
   641       1   8.83703065e-03   9.73600164e-03   3.99296072e-03   1.05036444e-02   5.43845336e-02   1.95296617e-03
   641       2   3.53622468e-08   3.99886486e-06   6.55459756e-07   1.13173583e-06   1.11311942e-04   1.86562885e-06
   642       1   8.82078165e-03   9.70692904e-03   4.30650320e-03   1.08756561e-02   5.35198859e-02   3.29365788e-03
   642       2   8.65133115e-09   9.80110250e-07   2.10790329e-07   8.07269106e-06   3.91637444e-04   7.13967550e-07
   643       1   8.80475439e-03   9.68989783e-03   4.62513137e-03   1.12779231e-02   5.18765422e-02   4.68775892e-03
   643       2   8.23731085e-09   9.34874239e-07   6.09176299e-07   4.17217668e-06   5.17183637e-05   2.08217058e-07
   644       1   8.78895377e-03   9.68564346e-03   4.95241163e-03   1.17276803e-02   5.24025428e-02   6.06695884e-03
   644       2   3.80709322e-09   4.32848818e-07   1.48171723e-06   1.57394858e-05   4.11621002e-04   4.45697900e-08
   645       1   8.77338383e-03   9.69327742e-03   5.28392161e-03   1.22204388e-02   5.19682349e-02   7.44149901e-03
   645       2   7.69203101e-08   8.76095986e-06   4.08033518e-06   1.47081139e-06   4.08589317e-06   2.89665816e-06
   646       1   8.75804465e-03   9.71352347e-03   5.62347457e-03   1.27252288e-02   4.82594851e-02   8.95564473e-03
   646       2   7.96265524e-09   9.08483958e-07   4.29303620e-07   1.43840811e-05   9.39256345e-04   1.57523391e-06
   647       1   8.74294109e-03   9.74977549e-03   5.97189377e-03   1.32813170e-02   4.87236178e-02   1.04536599e-02
   647       2   4.04895685e-09   4.62750885e-07   4.24028472e-06   1.04746435e-05   3.77701348e-04   8.98873656e-07
   648       1   8.72807888e-03   9.79739238e-03   6.32109548e-03   1.39044191e-02   5.00987617e-02   1.18893855e-02
   648       2   8.39668065e-09   9.61325218e-07   1.28328059e-06   3.46638611e-05   1.10784709e-03   6.67790170e-07
   649       1   8.71345981e-03   9.85491558e-03   6.68091870e-03   1.45534276e-02   4.76590091e-02   1.33850724e-02
   649       2   6.25502571e-09   7.17277069e-07   1.40881769e-07   3.61004740e-05   8.56021320e-04   1.27499819e-06
   650       1   8.69908715e-03   9.92550850e-03   7.04731772e-03   1.52247013e-02   4.51930929e-02   1.49629527e-02
   650       2   1.85942353e-08   2.13566305e-06   5.05931055e-07   7.44215171e-05   1.50009036e-03   3.12373600e-06
   651       1   8.68496644e-03   1.00073639e-02   7.42021533e-03   1.59729983e-02   4.66577217e-02   1.64599418e-02
   651       2   2.86147708e-08   3.29172811e-06   2.69327548e-06   5.82567464e-05   2.97093445e-04   2.58128973e-06
   652       1   8.67108220e-03   1.01230270e-02   7.80427958e-03   1.66414397e-02   3.76365712e-02   1.84397727e-02
   652       2   1.91284460e-08   2.20398815e-06   4.01897615e-06   1.82335372e-05   7.45743325e-05   3.74586248e-06
   653       1   8.65745968e-03   1.02412173e-02   8.18860176e-03   1.75711669e-02   5.03340690e-02   1.98204213e-02
   653       2   3.71033308e-08   4.28143599e-06   9.70212846e-06   4.47202046e-05   5.77325151e-04   9.03047569e-06
   654       1   8.64408269e-03   1.03745262e-02   8.58252171e-03   1.83818219e-02   3.92674161e-02   2.17179952e-02
   654       2   1.85550589e-08   2.14441841e-06   3.77001627e-06   1.94325343e-05   4.31946773e-04   2.85530170e-06
   655       1   8.63097742e-03   1.05095157e-02   8.98088725e-03   1.93704626e-02   4.54393414e-02   2.32445052e-02
   655       2   1.87553754e-08   2.17069913e-06   5.51487768e-06   1.35522650e-05   3.58520891e-04   4.77864432e-06
   656       1   8.61813174e-03   1.06575136e-02   9.39099558e-03   2.02977613e-02   3.85565944e-02   2.51101756e-02
   656       2   1.36257220e-08   1.57927861e-06   4.18849249e-06   1.31371917e-05   1.75140604e-04   2.11213123e-06
   657       1   8.60555329e-03   1.08233554e-02   9.80669865e-03   2.13348844e-02   4.05462534e-02   2.68619571e-02
   657       2   7.48557812e-09   8.68840606e-07   7.09457375e-06   2.36743131e-05   3.46716399e-04   2.64303383e-06
   658       1   8.59324561e-03   1.09946193e-02   1.02292988e-02   2.24540560e-02   4.07392454e-02   2.85853263e-02
   658       2   1.13670183e-08   1.32117534e-06   5.27894566e-06   1.80405771e-06   2.04476355e-04   1.10021401e-06
   659       1   8.58120386e-03   1.11828304e-02   1.06603563e-02   2.35701991e-02   3.72167826e-02   3.05019606e-02
   659       2   8.70788653e-09   1.01346654e-06   3.75488121e-06   1.91985861e-05   5.17151738e-04   2.64479225e-06
   660       1   8.56943189e-03   1.13883301e-02   1.11001898e-02   2.47724892e-02   3.75323717e-02   3.24062022e-02
   660       2   9.17029874e-09   1.06869883e-06   6.02340141e-06   1.69044737e-05   1.68841452e-06   3.19464274e-06
   661       1   8.55793954e-03   1.15957690e-02   1.15444619e-02   2.60940802e-02   3.87903907e-02   3.42204156e-02
   661       2   6.25298787e-09   7.29644239e-07   3.50264930e-06   7.12021979e-06   9.49579598e-05   1.49505752e-06
   662       1   8.54672090e-03   1.18175075e-02   1.19980507e-02   2.74124339e-02   3.54542681e-02   3.62394144e-02
   662       2   8.13815584e-09   9.50777473e-07   2.06437815e-06   1.15997393e-05   2.98957360e-04   1.82536840e-06
   663       1   8.53578721e-03   1.20477878e-02   1.24605695e-02   2.88556886e-02   3.66628158e-02   3.81605537e-02
   663       2   8.35025523e-09   9.76773741e-07   1.75747169e-06   9.13532942e-06   2.03442502e-04   1.49400512e-06
   664       1   8.52513417e-03   1.22887683e-02   1.29301473e-02   3.03282972e-02   3.45970113e-02   4.02235864e-02
   664       2   1.41522769e-09   1.65743310e-07   4.71147496e-06   1.87594930e-05   1.21268440e-04   1.16788077e-06
   665       1   8.51476995e-03   1.25371891e-02   1.34072831e-02   3.19294822e-02   3.56232578e-02   4.21986344e-02
   665       2   4.55157436e-09   5.33670513e-07   4.42519197e-06   3.71547726e-06   2.39351255e-05   8.69355632e-08
   666       1   8.50468935e-03   1.27954028e-02   1.38928441e-02   3.35472146e-02   3.33123270e-02   4.43396827e-02
   666       2   6.67230444e-09   7.83209358e-07   6.26309810e-06   8.97563194e-06   4.83448446e-05   7.46239349e-07
   667       1   8.49489749e-03   1.30660037e-02   1.43870473e-02   3.52724928e-02   3.36845021e-02   4.64502946e-02
   667       2   9.13019791e-09   1.07285265e-06   4.56897968e-06   1.13865585e-05   2.36510980e-04   9.96932191e-07
   668       1   8.48540000e-03   1.33371618e-02   1.48878694e-02   3.70899025e-02   3.35909458e-02   4.85568063e-02
   668       2   4.87750618e-09   5.73723207e-07   4.09133354e-06   1.89249639e-05   9.67294925e-05   2.33704867e-06
   669       1   8.47619135e-03   1.36208520e-02   1.53975464e-02   3.89212365e-02   3.17025828e-02   5.08120317e-02
   669       2   1.30085491e-08   1.53166171e-06   4.62430419e-06   1.35972343e-05   1.91422203e-04   3.64876197e-06
   670       1   8.46727878e-03   1.39123958e-02   1.59169687e-02   4.08650590e-02   3.23817878e-02   5.30046821e-02
   670       2   1.47630784e-08   1.73993079e-06   1.57277471e-06   1.96950524e-05   3.90001761e-04   2.53905072e-06
   671       1   8.45866742e-03   1.42006938e-02   1.64421755e-02   4.28726249e-02   3.20535071e-02   5.52008328e-02
   671       2   1.47212994e-08   1.73660593e-06   2.28316543e-06   2.51845363e-05   4.81170211e-05   2.25437641e-06
   672       1   8.45034544e-03   1.45070367e-02   1.69777775e-02   4.48393465e-02   2.98506088e-02   5.75909219e-02
   672       2   5.55295559e-09   6.55647090e-07   2.39164641e-06   7.58442577e-06   2.83433563e-05   1.57309081e-06
   673       1   8.44232447e-03   1.48186810e-02   1.75227497e-02   4.69157870e-02   3.11498160e-02   5.98606901e-02
   673       2   4.18590536e-09   4.94655552e-07   2.18690385e-06   1.24655360e-06   2.46349475e-04   3.23017349e-07
   674       1   8.43460490e-03   1.51288049e-02   1.80532361e-02   4.89692499e-02   3.01374309e-02   6.22176985e-02
   674       2   3.11359828e-08   3.68240313e-06   4.89997718e-06   6.56662904e-07   3.34660405e-04   5.80587290e-06
   675       1   8.42718811e-03   1.54428948e-02   1.86127362e-02   5.09920241e-02   2.95212165e-02   6.46261529e-02
   675       2   7.13803072e-09   8.44856519e-07   9.49308874e-06   4.10258305e-05   8.99519337e-05   1.72104695e-06
   676       1   8.42006722e-03   1.57711129e-02   1.91800741e-02   5.29314844e-02   2.85296282e-02   6.71293972e-02
   676       2   2.89204367e-08   3.42556568e-06   1.10827810e-05   2.25925235e-06   1.97594393e-04   3.35582267e-07
   677       1   8.41325327e-03   1.61009240e-02   1.97568031e-02   5.48814539e-02   2.97305772e-02   6.95080281e-02
   677       2   6.00324428e-08   7.11567013e-06   3.95082992e-06   9.48963886e-05   7.77423114e-04   1.63435607e-06
   678       1   8.40675486e-03   1.64242083e-02   2.03420199e-02   5.67126083e-02   2.92544005e-02   7.18868857e-02
   678       2   3.82145935e-08   4.53253804e-06   9.21093512e-07   9.46551419e-05   4.15527669e-04   4.78070125e-07
   679       1   8.40053414e-03   1.67853691e-02   2.09423247e-02   5.81365360e-02   2.47498754e-02   7.48012295e-02
   679       2   6.36405442e-08   7.55304028e-06   1.81555767e-05   1.26380344e-04   1.66916159e-03   1.77197570e-05
   680       1   8.39461589e-03   1.71438928e-02   2.15435416e-02   5.96287101e-02   2.85036391e-02   7.73414744e-02
   680       2   2.40758200e-08   2.85905762e-06   3.84084464e-06   1.35266882e-04   3.30490070e-03   5.45233023e-06
   681       1   8.38903829e-03   1.74802976e-02   2.21525724e-02   6.11006376e-02   3.11443119e-02   7.95284367e-02
   681       2   1.50487166e-08   1.78807697e-06   9.66430207e-06   4.89082460e-05   4.47267971e-04   4.28939805e-06
   682       1   8.38376292e-03   1.78158848e-02   2.27776055e-02   6.18950252e-02   2.40331588e-02   8.24816588e-02
   682       2   4.33224874e-08   5.15003560e-06   9.57014249e-06   3.35805281e-04   6.68228849e-04   1.18022535e-05
   683       1   8.37874499e-03   1.82327400e-02   2.34156915e-02   6.23394937e-02   2.22275065e-02   8.57979107e-02
   683       2   4.06184836e-08   4.83084179e-06   2.23856005e-05   9.94740680e-05   2.48672177e-04   1.74625173e-05
   684       1   8.37410931e-03   1.85521242e-02   2.40447192e-02   6.33267045e-02   3.41476803e-02   8.76058870e-02
   684       2   4.37819209e-08   5.20938738e-06   9.69822749e-06   5.80864203e-04   1.44460629e-03   9.17900798e-08
   685       1   8.36984738e-03   1.87944312e-02   2.46864713e-02   6.37199704e-02   2.89132619e-02   8.97629273e-02
   685       2   4.76763600e-08   5.67488823e-06   2.78021359e-05   2.02956833e-05   3.07959021e-04   7.64797519e-06
   686       1   8.36580560e-03   1.91866773e-02   2.53636497e-02   6.29701521e-02   1.49229727e-02   9.38114464e-02
   686       2   1.47280341e-08   1.75366262e-06   9.48760571e-06   1.92084680e-06   9.41571762e-04   6.06263244e-06
   687       1   8.36208889e-03   1.95854621e-02   2.60316004e-02   6.28781366e-02   2.79470889e-02   9.63888762e-02
   687       2   1.19837069e-07   1.42731335e-05   1.55669572e-05   2.03761562e-04   4.47978266e-03   6.01264014e-07
   688       1   8.35867085e-03   1.99782445e-02   2.67106523e-02   6.26488403e-02   2.88397220e-02   9.89311045e-02
   688       2   4.07373296e-08   4.85330653e-06   2.60785195e-06   3.17298958e-04   2.44143988e-04   1.09822107e-05
   689       1   8.35544089e-03   2.04545101e-02   2.74081873e-02   6.15574630e-02   1.77295951e-02   1.03057777e-01
   689       2   6.21246201e-08   7.40318197e-06   1.64888962e-05   2.26649090e-04   1.49694728e-03   1.03023297e-05
   690       1   8.35268547e-03   2.07632417e-02   2.80880361e-02   6.13641704e-02   3.40620463e-02   1.04689462e-01
   690       2   2.69072281e-08   3.20704301e-06   9.81023883e-06   8.17838777e-05   4.63076257e-04   1.07633171e-05
   691       1   8.35015567e-03   2.11382238e-02   2.88050329e-02   6.00500031e-02   1.78506412e-02   1.08697263e-01
   691       2   6.12830131e-09   7.30448114e-07   1.46102756e-06   9.93292790e-05   2.58588669e-04   3.57177057e-07
   692       1   8.34796614e-03   2.15469033e-02   2.95268578e-02   5.91052159e-02   2.49164894e-02   1.11642991e-01
